model,dataset,trainer_configuration,fold,test_setting,row_type,case_id,source_case_id,patient_id,series_id,contrast_label,contrast,segment,n_cases,volume_ml,DSC,IoU,HD95_mm,ASSD_mm,volume_error_pct,precision,recall,relative_volume_error_pct,TP,FP,FN,TN,n_pred,n_ref,prediction_file,reference_file,summary_file
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_VII,32,NA,nan,nan,NA,NA,-13.63761265,0.7502779433,0.6479579436,-13.63761265,1021045,339844,554744,377275663,1360889,1575789,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,B,Axial Precontrast Fat Suppressed T1w (dynpre),Couinaud_VIII,32,NA,nan,nan,NA,NA,20.52143106,0.612880069,0.7386518299,20.52143106,216001,136435,76425,378762435,352436,292426,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,C,Mid Arterial T1w,Couinaud_I,5,NA,0.667773294,0.5039855985,NA,NA,-9.155313998,0.6841168863,0.6214838373,-9.155313998,261856,120909,159484,59095511,382765,421340,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,C,Mid Arterial T1w,Couinaud_II,5,NA,0.7230340552,0.5663100745,NA,NA,1.089587396,0.7200555064,0.7279011405,1.089587396,359078,139603,134228,59004851,498681,493306,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,C,Mid Arterial T1w,Couinaud_III,5,NA,0.7055497183,0.54629479,NA,NA,11.70439276,0.678583193,0.7580072351,11.70439276,366686,173684,117064,58980326,540370,483750,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,C,Mid Arterial T1w,Couinaud_IV,5,NA,0.4815174226,0.3214760175,NA,NA,-13.59967508,0.5036748521,0.4351767087,-13.59967508,135004,133034,175224,59194498,268038,310228,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,C,Mid Arterial T1w,Couinaud_V,5,NA,0.5354843151,0.3935314501,NA,NA,-28.64167306,0.7339792192,0.5237552909,-28.64167306,202808,73505,184411,59177036,276313,387219,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,C,Mid Arterial T1w,Couinaud_VI,5,NA,0.6720901746,0.5094876726,NA,NA,-23.35964826,0.796170527,0.6101878924,-23.35964826,382755,97990,244519,58912496,480745,627274,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,C,Mid Arterial T1w,Couinaud_VII,5,NA,0.5779236799,0.4237146011,NA,NA,-47.3070717,0.7438323329,0.3919470379,-47.3070717,146471,50443,227230,59213616,196914,373701,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,C,Mid Arterial T1w,Couinaud_VIII,5,NA,0.6070656642,0.4420450122,NA,NA,-5.20071653,0.6056625984,0.5741638035,-5.20071653,19552,12730,14501,59590977,32282,34053,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,E,Axial Late Dynamic T1w,Couinaud_I,1,NA,0.746772898,0.5958799461,NA,NA,50.78948439,0.6210074622,0.9364139503,50.78948439,46021,28086,3125,15848016,74107,49146,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,E,Axial Late Dynamic T1w,Couinaud_II,1,NA,0.9172844614,0.8472072569,NA,NA,-2.675464425,0.9298925973,0.9050136517,-2.675464425,67619,5098,7097,15845434,72717,74716,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,E,Axial Late Dynamic T1w,Couinaud_III,1,NA,0.8364895678,0.7189360273,NA,NA,7.64904637,0.8067710162,0.8684813053,7.64904637,78139,18715,11833,15816561,96854,89972,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,E,Axial Late Dynamic T1w,Couinaud_IV,1,NA,0.6886460328,0.5251412281,NA,NA,-21.81468957,0.7847165053,0.6135330357,-21.81468957,60052,16475,37827,15810894,76527,97879,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,E,Axial Late Dynamic T1w,Couinaud_V,1,NA,0.8239563818,0.7006171958,NA,NA,36.3125608,0.7142087326,0.9735562129,36.3125608,49039,19623,1332,15855254,68662,50371,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,E,Axial Late Dynamic T1w,Couinaud_VI,1,NA,0.8595831342,0.75374467,NA,NA,2.272364251,0.8500337021,0.8693495641,2.272364251,103410,18244,15541,15788053,121654,118951,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,E,Axial Late Dynamic T1w,Couinaud_VII,1,NA,0.7815081296,0.6413732817,NA,NA,-11.05520698,0.8300760886,0.738309459,-11.05520698,37419,7660,13263,15866906,45079,50682,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,E,Axial Late Dynamic T1w,Couinaud_VIII,1,NA,0.5247972551,0.3557458505,NA,NA,59.43758851,0.426976272,0.6807606717,59.43758851,3365,4516,1578,15915789,7881,4943,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,G,Axial In Phase (t1nfs),Couinaud_I,32,NA,0.6698934104,0.5261905472,NA,NA,-10.47911515,0.7233301242,0.6475315276,-10.47911515,672433,257202,366023,202668758,929635,1038456,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,G,Axial In Phase (t1nfs),Couinaud_II,32,NA,0.7021024542,0.5696933279,NA,NA,8.943633555,0.6623442496,0.7215818922,8.943633555,958483,488624,369825,202147484,1447107,1328308,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,G,Axial In Phase (t1nfs),Couinaud_III,32,NA,0.751911834,0.6326957021,NA,NA,8.809884054,0.7333580052,0.7979659952,8.809884054,1208794,439506,306050,202010066,1648300,1514844,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,G,Axial In Phase (t1nfs),Couinaud_IV,32,NA,0.6145494473,0.4630840085,NA,NA,-5.868071445,0.6653037708,0.6262632702,-5.868071445,717099,360753,427945,202458619,1077852,1145044,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,G,Axial In Phase (t1nfs),Couinaud_V,32,NA,nan,nan,NA,NA,15.21522229,0.6388127043,0.7360094773,15.21522229,582762,329496,209024,202843134,912258,791786,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,G,Axial In Phase (t1nfs),Couinaud_VI,32,NA,nan,nan,NA,NA,5.757102625,0.6474369228,0.6847105309,5.757102625,793320,432004,365301,202373791,1225324,1158621,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,G,Axial In Phase (t1nfs),Couinaud_VII,32,NA,nan,nan,NA,NA,11.15751444,0.6183761909,0.6873716037,11.15751444,426943,263483,194181,203079809,690426,621124,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,G,Axial In Phase (t1nfs),Couinaud_VIII,32,NA,nan,nan,NA,NA,18.64728832,0.6127435477,0.7270036037,18.64728832,122053,77138,45832,203719393,199191,167885,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,H,Axial Opposed Phase (opposed),Couinaud_I,10,NA,0.7498227037,0.6026860437,NA,NA,6.384875406,0.7213357066,0.7673920928,6.384875406,277192,107084,84021,80599735,384276,361213,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,H,Axial Opposed Phase (opposed),Couinaud_II,10,NA,0.7568800339,0.614214286,NA,NA,-10.01645387,0.8438108232,0.7592909013,-10.01645387,479925,88834,152145,80347128,568759,632070,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,H,Axial Opposed Phase (opposed),Couinaud_III,10,NA,0.8288521927,0.7107685887,NA,NA,-1.5252863,0.8567010042,0.8436338612,-1.5252863,529592,88584,98159,80351697,618176,627751,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,Dataset102_LiverSegmentsAug,nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,H,Axial Opposed Phase (opposed),Couinaud_IV,10,NA,0.7189985264,0.5649590415,NA,NA,-14.31553827,0.7862769176,0.6737171446,-14.31553827,363050,98683,175826,80430473,461733,538876,,,/mnt/researchers/julio-sotelo/datasets/mvarasr/nnUNet_results/Dataset102_LiverSegmentsAug/nnUNetTrainer_250epochs__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
